Customer_ID,Frequency,Monetary,Recency,M_Score,R_Score,Frequency_Rank,F_Score,RFM_Score,RFM_Code,Segment
CUST_01017,6,1227.6799999999998,88,2,3,4230.0,5,10,352,Loyal Customer
CUST_01018,1,418.27,145,1,2,175.0,1,4,211,Hibernating
CUST_01019,8,7283.25,41,5,4,4688.0,5,14,455,Champions
CUST_01020,8,2716.14,25,3,5,4689.0,5,13,553,Loyal Customer
CUST_01021,7,12576.42,18,5,5,4516.0,5,15,555,Champions
CUST_01022,1,85.56,410,1,1,176.0,1,3,111,Lost
CUST_01023,2,234.63,205,1,2,1145.0,2,5,221,Hibernating
CUST_01024,6,3186.68,58,3,4,4231.0,5,12,453,Loyal Customer
CUST_01025,3,1421.33,107,2,3,2371.0,3,8,332,Others
CUST_01026,8,13985.02,61,5,4,4690.0,5,14,455,Champions
CUST_01027,3,1723.3000000000002,156,3,2,2372.0,3,8,233,At Risk
CUST_01028,2,771.87,360,2,1,1146.0,2,5,122,Lost
CUST_01029,1,292.3,153,1,2,177.0,1,4,211,Hibernating
CUST_01030,4,3806.47,68,4,4,3272.0,4,12,444,Champions
CUST_01031,9,10319.52,29,5,5,4829.0,5,15,555,Champions
CUST_01032,1,89.1,407,1,1,178.0,1,3,111,Lost
CUST_01033,5,9972.46,69,5,4,3821.0,4,13,445,Champions
CUST_01034,5,4335.3,85,4,3,3822.0,4,11,344,Loyal Customer
CUST_01035,5,7537.31,140,5,2,3823.0,4,11,245,Cannot Lose Them
CUST_01036,6,3580.33,51,4,4,4232.0,5,13,454,Champions
CUST_01037,4,12120.21,4,5,5,3273.0,4,14,545,Champions
CUST_01038,6,7543.75,117,5,3,4233.0,5,13,355,Loyal Customer
CUST_01039,2,1774.26,72,3,3,1147.0,2,8,323,Others
CUST_01040,2,657.45,131,1,2,1148.0,2,5,221,Hibernating
CUST_01041,3,334.12,192,1,2,2373.0,3,6,231,At Risk
CUST_01042,3,635.1800000000001,42,1,4,2374.0,3,8,431,Potential Loyalists
CUST_01043,3,5742.6,318,4,1,2375.0,3,8,134,At Risk
CUST_01044,1,31.71,269,1,1,179.0,1,3,111,Lost
CUST_01045,5,3422.0,2,3,5,3824.0,4,12,543,Loyal Customer
CUST_01046,4,755.25,50,2,4,3274.0,4,10,442,Loyal Customer
CUST_01047,3,14946.46,329,5,1,2376.0,3,9,135,At Risk
CUST_01048,4,3504.85,38,3,4,3275.0,4,11,443,Loyal Customer
CUST_01049,8,19881.99,16,5,5,4691.0,5,15,555,Champions
CUST_01050,8,7300.219999999999,6,5,5,4692.0,5,15,555,Champions
CUST_01051,5,5951.95,145,4,2,3825.0,4,10,244,Cannot Lose Them
CUST_01052,2,18086.87,324,5,1,1149.0,2,8,125,Lost
CUST_01053,7,2315.8,178,3,2,4517.0,5,10,253,At Risk
CUST_01054,3,8312.21,117,5,3,2377.0,3,11,335,Others
CUST_01055,3,13526.74,147,5,2,2378.0,3,10,235,At Risk
CUST_01056,5,5514.39,3,4,5,3826.0,4,13,544,Champions
CUST_01057,4,9317.19,111,5,3,3276.0,4,12,345,Loyal Customer
CUST_01058,3,3519.75,104,3,3,2379.0,3,9,333,Others
CUST_01059,2,214.71,113,1,3,1150.0,2,6,321,Others
CUST_01060,5,3232.79,69,3,4,3827.0,4,11,443,Loyal Customer
CUST_01061,5,1580.91,239,2,1,3828.0,4,7,142,At Risk
CUST_01062,7,24493.82,27,5,5,4518.0,5,15,555,Champions
CUST_01063,3,7992.35,106,5,3,2380.0,3,11,335,Others
CUST_01064,2,7830.389999999999,198,5,2,1151.0,2,9,225,Hibernating
CUST_01065,3,1160.06,200,2,2,2381.0,3,7,232,At Risk
CUST_01066,2,6496.88,195,4,2,1152.0,2,8,224,Hibernating
CUST_01067,7,17566.699999999997,24,5,5,4519.0,5,15,555,Champions
CUST_01068,1,282.56,39,1,4,180.0,1,6,411,New Customer
CUST_01069,3,3109.96,71,3,4,2382.0,3,10,433,Potential Loyalists
CUST_01070,1,179.78,450,1,1,181.0,1,3,111,Lost
CUST_01071,1,1297.14,5,2,5,182.0,1,8,512,New Customer
CUST_01072,3,1603.75,287,2,1,2383.0,3,6,132,At Risk
CUST_01073,9,8680.95,3,5,5,4830.0,5,15,555,Champions
CUST_01074,2,2557.06,155,3,2,1153.0,2,7,223,Hibernating
CUST_01075,3,2039.55,59,3,4,2384.0,3,10,433,Potential Loyalists
CUST_01076,2,631.35,97,1,3,1154.0,2,6,321,Others
CUST_01077,1,58.42,162,1,2,183.0,1,4,211,Hibernating
CUST_01078,2,2462.98,32,3,4,1155.0,2,9,423,Potential Loyalists
CUST_01079,6,3987.8,21,4,5,4234.0,5,14,554,Champions
CUST_01080,2,212.65,35,1,4,1156.0,2,7,421,Potential Loyalists
CUST_01081,6,20790.4,2,5,5,4235.0,5,15,555,Champions
CUST_01082,1,1748.14,3,3,5,184.0,1,9,513,New Customer
CUST_01083,1,4616.1,406,4,1,185.0,1,6,114,Lost
CUST_01084,1,118.54,74,1,3,186.0,1,5,311,Others
CUST_01085,2,149.86,22,1,5,1157.0,2,8,521,Potential Loyalists
CUST_01086,9,11067.14,94,5,3,4831.0,5,13,355,Loyal Customer
CUST_01087,8,9994.7,69,5,4,4693.0,5,14,455,Champions
CUST_01088,4,4310.86,184,4,2,3277.0,4,10,244,Cannot Lose Them
CUST_01089,2,874.85,305,2,1,1158.0,2,5,122,Lost
CUST_01090,1,1380.95,118,2,3,187.0,1,6,312,Others
CUST_01091,4,4100.5,219,4,1,3278.0,4,9,144,Cannot Lose Them
CUST_01092,2,11242.81,133,5,2,1159.0,2,9,225,Hibernating
CUST_01093,6,5343.84,43,4,4,4236.0,5,13,454,Champions
CUST_01094,4,2121.56,65,3,4,3279.0,4,11,443,Loyal Customer
CUST_01095,3,3370.17,86,3,3,2385.0,3,9,333,Others
CUST_01096,3,10049.46,38,5,4,2386.0,3,12,435,Potential Loyalists
CUST_01097,8,27389.45,35,5,4,4694.0,5,14,455,Champions
CUST_01098,3,897.75,102,2,3,2387.0,3,8,332,Others
CUST_01099,7,4061.72,72,4,3,4520.0,5,12,354,Loyal Customer
CUST_01100,2,650.39,107,1,3,1160.0,2,6,321,Others
CUST_01101,3,1625.34,8,2,5,2388.0,3,10,532,Potential Loyalists
CUST_01102,3,5772.06,169,4,2,2389.0,3,9,234,At Risk
CUST_01103,2,1035.0,188,2,2,1161.0,2,6,222,Hibernating
CUST_01104,3,5826.07,129,4,2,2390.0,3,9,234,At Risk
CUST_01105,8,14769.94,31,5,4,4695.0,5,14,455,Champions
CUST_01106,8,7438.6,58,5,4,4696.0,5,14,455,Champions
CUST_01107,6,2006.49,27,3,5,4237.0,5,13,553,Loyal Customer
CUST_01108,2,1142.57,39,2,4,1162.0,2,8,422,Potential Loyalists
CUST_01109,2,1231.08,6,2,5,1163.0,2,9,522,Potential Loyalists
CUST_01110,1,2040.93,308,3,1,188.0,1,5,113,Lost
CUST_01111,10,6147.09,108,4,3,4930.0,5,12,354,Loyal Customer
CUST_01112,1,960.76,426,2,1,189.0,1,4,112,Lost
CUST_01113,1,813.59,379,2,1,190.0,1,4,112,Lost
CUST_01114,2,1332.57,130,2,2,1164.0,2,6,222,Hibernating
CUST_01115,4,576.43,18,1,5,3280.0,4,10,541,Loyal Customer
CUST_01116,5,5052.7,144,4,2,3829.0,4,10,244,Cannot Lose Them
CUST_01117,1,481.64,298,1,1,191.0,1,3,111,Lost
CUST_01118,1,237.4,434,1,1,192.0,1,3,111,Lost
CUST_01119,2,3288.96,117,3,3,1165.0,2,8,323,Others
CUST_01120,8,8041.15,54,5,4,4697.0,5,14,455,Champions
CUST_01121,3,3601.2200000000003,63,4,4,2391.0,3,11,434,Potential Loyalists
CUST_01122,2,235.14,47,1,4,1166.0,2,7,421,Potential Loyalists
CUST_01123,4,2162.06,145,3,2,3281.0,4,9,243,At Risk
CUST_01124,3,4436.610000000001,232,4,1,2392.0,3,8,134,At Risk
CUST_01125,1,132.24,271,1,1,193.0,1,3,111,Lost
CUST_01126,4,2191.3100000000004,150,3,2,3282.0,4,9,243,At Risk
CUST_01127,3,648.97,26,1,5,2393.0,3,9,531,Potential Loyalists
CUST_01128,4,1305.38,68,2,4,3283.0,4,10,442,Loyal Customer
CUST_01129,9,13652.469999999998,17,5,5,4832.0,5,15,555,Champions
CUST_01130,9,16866.57,103,5,3,4833.0,5,13,355,Loyal Customer
CUST_01131,3,2850.57,348,3,1,2394.0,3,7,133,At Risk
CUST_01132,6,2899.48,37,3,4,4238.0,5,12,453,Loyal Customer
CUST_01133,5,5374.04,38,4,4,3830.0,4,12,444,Champions
CUST_01134,4,1951.55,5,3,5,3284.0,4,12,543,Loyal Customer
CUST_01135,2,1139.99,187,2,2,1167.0,2,6,222,Hibernating
CUST_01136,5,7197.57,66,5,4,3831.0,4,13,445,Champions
CUST_01137,3,1573.11,35,2,4,2395.0,3,9,432,Potential Loyalists
CUST_01138,4,7051.24,90,5,3,3285.0,4,12,345,Loyal Customer
CUST_01139,5,1162.69,58,2,4,3832.0,4,10,442,Loyal Customer
CUST_01140,5,12029.92,19,5,5,3833.0,4,14,545,Champions
CUST_01141,3,2666.69,23,3,5,2396.0,3,11,533,Potential Loyalists
CUST_01142,5,15314.63,214,5,1,3834.0,4,10,145,Cannot Lose Them
CUST_01143,2,789.8199999999999,389,2,1,1168.0,2,5,122,Lost
CUST_01144,2,443.05,305,1,1,1169.0,2,4,121,Lost
CUST_01145,7,7311.23,121,5,3,4521.0,5,13,355,Loyal Customer
CUST_01146,5,11791.93,63,5,4,3835.0,4,13,445,Champions
CUST_01147,6,3240.96,38,3,4,4239.0,5,12,453,Loyal Customer
CUST_01148,2,2768.0,58,3,4,1170.0,2,9,423,Potential Loyalists
CUST_01149,2,5166.56,179,4,2,1171.0,2,8,224,Hibernating
CUST_01150,6,5153.86,85,4,3,4240.0,5,12,354,Loyal Customer
CUST_01151,5,6166.43,7,4,5,3836.0,4,13,544,Champions
CUST_01152,6,9319.65,134,5,2,4241.0,5,12,255,Cannot Lose Them
CUST_01153,2,206.91,185,1,2,1172.0,2,5,221,Hibernating
CUST_01154,9,18130.23,112,5,3,4834.0,5,13,355,Loyal Customer
CUST_01155,4,2045.06,86,3,3,3286.0,4,10,343,Loyal Customer
CUST_01156,3,1704.81,79,3,3,2397.0,3,9,333,Others
CUST_01157,8,6169.69,42,4,4,4698.0,5,13,454,Champions
CUST_01158,2,673.37,173,2,2,1173.0,2,6,222,Hibernating
CUST_01159,4,578.5799999999999,13,1,5,3287.0,4,10,541,Loyal Customer
CUST_01160,7,13451.95,65,5,4,4522.0,5,14,455,Champions
CUST_01161,4,6414.67,33,4,4,3288.0,4,12,444,Champions
CUST_01162,2,6119.12,49,4,4,1174.0,2,10,424,Potential Loyalists
CUST_01163,5,3067.05,29,3,5,3837.0,4,12,543,Loyal Customer
CUST_01164,9,36842.41,34,5,4,4835.0,5,14,455,Champions
CUST_01165,2,5624.2,51,4,4,1175.0,2,10,424,Potential Loyalists
CUST_01166,2,1695.92,27,2,5,1176.0,2,9,522,Potential Loyalists
CUST_01167,4,1916.41,11,3,5,3289.0,4,12,543,Loyal Customer
CUST_01168,2,958.53,207,2,2,1177.0,2,6,222,Hibernating
CUST_01169,3,2079.79,243,3,1,2398.0,3,7,133,At Risk
CUST_01170,10,17446.72,17,5,5,4931.0,5,15,555,Champions
CUST_01171,2,814.92,112,2,3,1178.0,2,7,322,Others
CUST_01172,3,4736.139999999999,221,4,1,2399.0,3,8,134,At Risk
CUST_01173,7,2766.73,46,3,4,4523.0,5,12,453,Loyal Customer
CUST_01174,4,4506.71,44,4,4,3290.0,4,12,444,Champions
CUST_01175,2,2553.61,163,3,2,1179.0,2,7,223,Hibernating
CUST_01176,3,1555.1,160,2,2,2400.0,3,7,232,At Risk
CUST_01177,3,3528.1400000000003,18,3,5,2401.0,3,11,533,Potential Loyalists
CUST_01178,3,2088.48,149,3,2,2402.0,3,8,233,At Risk
CUST_01179,2,814.62,165,2,2,1180.0,2,6,222,Hibernating
CUST_01180,2,883.61,72,2,3,1181.0,2,7,322,Others
CUST_01181,3,5697.4,270,4,1,2403.0,3,8,134,At Risk
CUST_01182,3,6476.74,124,4,2,2404.0,3,9,234,At Risk
CUST_01183,5,5638.56,23,4,5,3838.0,4,13,544,Champions
CUST_01184,2,1823.83,283,3,1,1182.0,2,6,123,Lost
CUST_01185,2,933.32,28,2,5,1183.0,2,9,522,Potential Loyalists
CUST_01186,6,4929.09,15,4,5,4242.0,5,14,554,Champions
CUST_01187,1,1768.04,419,3,1,194.0,1,5,113,Lost
CUST_01188,3,5375.82,59,4,4,2405.0,3,11,434,Potential Loyalists
CUST_01189,5,2377.96,162,3,2,3839.0,4,9,243,At Risk
CUST_01190,4,3241.55,25,3,5,3291.0,4,12,543,Loyal Customer
CUST_01191,9,8776.92,115,5,3,4836.0,5,13,355,Loyal Customer
CUST_01192,2,3281.43,413,3,1,1184.0,2,6,123,Lost
CUST_01193,9,9417.97,93,5,3,4837.0,5,13,355,Loyal Customer
CUST_01194,1,1294.59,353,2,1,195.0,1,4,112,Lost
CUST_01195,3,1433.49,4,2,5,2406.0,3,10,532,Potential Loyalists
CUST_01196,1,8606.4,17,5,5,196.0,1,11,515,New Customer
CUST_01197,2,1347.13,328,2,1,1185.0,2,5,122,Lost
CUST_01198,7,2162.83,52,3,4,4524.0,5,12,453,Loyal Customer
CUST_01199,3,2031.91,8,3,5,2407.0,3,11,533,Potential Loyalists
CUST_01200,1,1968.78,89,3,3,197.0,1,7,313,Others
CUST_01201,2,1455.89,16,2,5,1186.0,2,9,522,Potential Loyalists
CUST_01202,1,880.23,267,2,1,198.0,1,4,112,Lost
CUST_01203,2,2062.42,210,3,2,1187.0,2,7,223,Hibernating
CUST_01204,2,637.43,259,1,1,1188.0,2,4,121,Lost
CUST_01205,5,2992.01,9,3,5,3840.0,4,12,543,Loyal Customer
CUST_01206,6,4900.86,143,4,2,4243.0,5,11,254,Cannot Lose Them
CUST_01207,1,8480.2,239,5,1,199.0,1,7,115,Lost
CUST_01208,9,20905.19,88,5,3,4838.0,5,13,355,Loyal Customer
CUST_01209,2,8759.95,24,5,5,1189.0,2,12,525,Potential Loyalists
CUST_01210,3,4767.4800000000005,110,4,3,2408.0,3,10,334,Others
CUST_01211,4,485.24,168,1,2,3292.0,4,7,241,At Risk
CUST_01212,3,876.6899999999999,102,2,3,2409.0,3,8,332,Others
CUST_01213,1,47.41,257,1,1,200.0,1,3,111,Lost
CUST_01214,2,2399.57,251,3,1,1190.0,2,6,123,Lost
CUST_01215,3,1263.47,116,2,3,2410.0,3,8,332,Others
CUST_01216,2,605.96,30,1,5,1191.0,2,8,521,Potential Loyalists
CUST_01217,5,1306.51,61,2,4,3841.0,4,10,442,Loyal Customer
CUST_01218,5,15960.17,33,5,4,3842.0,4,13,445,Champions
CUST_01219,3,3088.43,197,3,2,2411.0,3,8,233,At Risk
CUST_01220,2,5884.14,278,4,1,1192.0,2,7,124,Lost
CUST_01221,1,468.18,19,1,5,201.0,1,7,511,New Customer
CUST_01222,3,5085.56,270,4,1,2412.0,3,8,134,At Risk
CUST_01223,3,770.27,138,2,2,2413.0,3,7,232,At Risk
CUST_01224,5,11182.64,108,5,3,3843.0,4,12,345,Loyal Customer
CUST_01225,1,432.81,385,1,1,202.0,1,3,111,Lost
CUST_01226,1,985.4,178,2,2,203.0,1,5,212,Hibernating
CUST_01227,3,3941.2,5,4,5,2414.0,3,12,534,Potential Loyalists
CUST_01228,1,4999.35,47,4,4,204.0,1,9,414,New Customer
CUST_01229,4,499.31,62,1,4,3293.0,4,9,441,Loyal Customer
CUST_01230,10,15802.9,25,5,5,4932.0,5,15,555,Champions
CUST_01231,3,2697.15,142,3,2,2415.0,3,8,233,At Risk
CUST_01232,2,1149.77,173,2,2,1193.0,2,6,222,Hibernating
CUST_01233,3,3147.1600000000003,41,3,4,2416.0,3,10,433,Potential Loyalists
CUST_01234,4,5101.83,207,4,2,3294.0,4,10,244,Cannot Lose Them
CUST_01235,3,1399.25,213,2,1,2417.0,3,6,132,At Risk
CUST_01236,3,18240.98,43,5,4,2418.0,3,12,435,Potential Loyalists
CUST_01237,2,853.0799999999999,364,2,1,1194.0,2,5,122,Lost
CUST_01238,2,1375.67,307,2,1,1195.0,2,5,122,Lost
CUST_01239,6,7008.59,23,5,5,4244.0,5,15,555,Champions
CUST_01240,7,3611.81,20,4,5,4525.0,5,14,554,Champions
CUST_01241,1,295.66,307,1,1,205.0,1,3,111,Lost
CUST_01242,4,3982.62,31,4,4,3295.0,4,12,444,Champions
CUST_01243,1,556.16,320,1,1,206.0,1,3,111,Lost
CUST_01244,2,5160.45,99,4,3,1196.0,2,9,324,Others
CUST_01245,1,689.7,396,2,1,207.0,1,4,112,Lost
CUST_01246,4,5295.3,41,4,4,3296.0,4,12,444,Champions
CUST_01247,8,9011.99,28,5,5,4699.0,5,15,555,Champions
CUST_01248,6,1339.96,34,2,4,4245.0,5,11,452,Loyal Customer
CUST_01249,6,2641.15,106,3,3,4246.0,5,11,353,Loyal Customer
CUST_01250,2,5158.31,81,4,3,1197.0,2,9,324,Others
CUST_01251,6,2344.29,3,3,5,4247.0,5,13,553,Loyal Customer
CUST_01252,5,1360.63,93,2,3,3844.0,4,9,342,Loyal Customer
CUST_01253,3,418.89,32,1,4,2419.0,3,8,431,Potential Loyalists
CUST_01254,1,77.43,303,1,1,208.0,1,3,111,Lost
CUST_01255,4,2229.94,125,3,2,3297.0,4,9,243,At Risk
CUST_01256,2,341.07,49,1,4,1198.0,2,7,421,Potential Loyalists
CUST_01257,6,4484.58,77,4,3,4248.0,5,12,354,Loyal Customer
CUST_01258,3,6633.0,25,4,5,2420.0,3,12,534,Potential Loyalists
CUST_01259,5,6613.17,157,4,2,3845.0,4,10,244,Cannot Lose Them
CUST_01260,2,5432.97,152,4,2,1199.0,2,8,224,Hibernating
CUST_01261,1,6403.75,160,4,2,209.0,1,7,214,Hibernating
CUST_01262,2,7070.48,108,5,3,1200.0,2,10,325,Others
CUST_01263,6,7650.76,3,5,5,4249.0,5,15,555,Champions
CUST_01264,2,3247.32,235,3,1,1201.0,2,6,123,Lost
CUST_01265,4,2709.51,118,3,3,3298.0,4,10,343,Loyal Customer
CUST_01266,3,4251.02,94,4,3,2421.0,3,10,334,Others
CUST_01267,3,4608.06,1,4,5,2422.0,3,12,534,Potential Loyalists
CUST_01268,6,3420.42,5,3,5,4250.0,5,13,553,Loyal Customer
CUST_01269,5,3535.18,86,4,3,3846.0,4,11,344,Loyal Customer
CUST_01270,6,6462.98,53,4,4,4251.0,5,13,454,Champions
CUST_01271,1,785.86,301,2,1,210.0,1,4,112,Lost
CUST_01272,2,1975.5,176,3,2,1202.0,2,7,223,Hibernating
CUST_01273,2,4834.02,61,4,4,1203.0,2,10,424,Potential Loyalists
CUST_01274,4,10982.47,72,5,3,3299.0,4,12,345,Loyal Customer
CUST_01275,2,3398.94,4,3,5,1204.0,2,10,523,Potential Loyalists
CUST_01276,2,258.95,281,1,1,1205.0,2,4,121,Lost
CUST_01277,3,3840.34,1,4,5,2423.0,3,12,534,Potential Loyalists
CUST_01278,7,5346.62,179,4,2,4526.0,5,11,254,Cannot Lose Them
CUST_01279,6,2094.58,183,3,2,4252.0,5,10,253,At Risk
CUST_01280,2,2545.95,65,3,4,1206.0,2,9,423,Potential Loyalists
CUST_01281,6,6269.99,311,4,1,4253.0,5,10,154,Cannot Lose Them
CUST_01282,6,22258.16,60,5,4,4254.0,5,14,455,Champions
CUST_01283,3,6087.21,57,4,4,2424.0,3,11,434,Potential Loyalists
CUST_01284,1,83.55,63,1,4,211.0,1,6,411,New Customer
CUST_01285,3,3170.42,150,3,2,2425.0,3,8,233,At Risk
CUST_01286,2,437.68,119,1,3,1207.0,2,6,321,Others
CUST_01287,1,553.93,133,1,2,212.0,1,4,211,Hibernating
CUST_01288,2,620.99,169,1,2,1208.0,2,5,221,Hibernating
CUST_01289,2,801.52,164,2,2,1209.0,2,6,222,Hibernating
CUST_01290,1,102.26,142,1,2,213.0,1,4,211,Hibernating
CUST_01291,3,4156.97,81,4,3,2426.0,3,10,334,Others
CUST_01292,2,1621.13,146,2,2,1210.0,2,6,222,Hibernating
CUST_01293,3,3366.94,34,3,4,2427.0,3,10,433,Potential Loyalists
CUST_01294,6,3998.36,24,4,5,4255.0,5,14,554,Champions
CUST_01295,8,13646.740000000002,21,5,5,4700.0,5,15,555,Champions
CUST_01296,1,1482.06,180,2,2,214.0,1,5,212,Hibernating
CUST_01297,2,2925.8,109,3,3,1211.0,2,8,323,Others
CUST_01298,6,6446.549999999999,4,4,5,4256.0,5,14,554,Champions
CUST_01299,2,3526.92,225,3,1,1212.0,2,6,123,Lost
CUST_01300,2,496.86,117,1,3,1213.0,2,6,321,Others
CUST_01301,6,7192.76,79,5,3,4257.0,5,13,355,Loyal Customer
CUST_01302,3,4527.5,134,4,2,2428.0,3,9,234,At Risk
CUST_01303,1,635.64,319,1,1,215.0,1,3,111,Lost
CUST_01304,8,4969.42,27,4,5,4701.0,5,14,554,Champions
CUST_01305,3,845.6500000000001,211,2,2,2429.0,3,7,232,At Risk
CUST_01306,4,2119.28,26,3,5,3300.0,4,12,543,Loyal Customer
CUST_01307,8,22137.2,4,5,5,4702.0,5,15,555,Champions
CUST_01308,4,9579.73,56,5,4,3301.0,4,13,445,Champions
CUST_01309,5,3461.2200000000003,43,3,4,3847.0,4,11,443,Loyal Customer
CUST_01310,2,1638.67,332,2,1,1214.0,2,5,122,Lost
CUST_01311,6,5723.21,10,4,5,4258.0,5,14,554,Champions
CUST_01312,1,210.74,228,1,1,216.0,1,3,111,Lost
CUST_01313,2,563.78,56,1,4,1215.0,2,7,421,Potential Loyalists
CUST_01314,3,2050.41,83,3,3,2430.0,3,9,333,Others
CUST_01315,1,82.64,354,1,1,217.0,1,3,111,Lost
CUST_01316,3,4928.22,168,4,2,2431.0,3,9,234,At Risk
CUST_01317,1,529.48,102,1,3,218.0,1,5,311,Others
CUST_01318,2,717.22,61,2,4,1216.0,2,8,422,Potential Loyalists
CUST_01319,5,5787.13,145,4,2,3848.0,4,10,244,Cannot Lose Them
CUST_01320,3,11587.47,191,5,2,2432.0,3,10,235,At Risk
CUST_01321,2,2625.98,138,3,2,1217.0,2,7,223,Hibernating
CUST_01322,3,9604.98,95,5,3,2433.0,3,11,335,Others
CUST_01323,4,4033.66,47,4,4,3302.0,4,12,444,Champions
CUST_01324,2,608.8699999999999,100,1,3,1218.0,2,6,321,Others
CUST_01325,4,3049.86,23,3,5,3303.0,4,12,543,Loyal Customer
CUST_01326,6,3549.28,14,4,5,4259.0,5,14,554,Champions
CUST_01327,5,3061.1900000000005,64,3,4,3849.0,4,11,443,Loyal Customer
CUST_01328,1,1909.16,418,3,1,219.0,1,5,113,Lost
CUST_01329,5,3380.04,1,3,5,3850.0,4,12,543,Loyal Customer
CUST_01330,2,2551.32,130,3,2,1219.0,2,7,223,Hibernating
CUST_01331,6,6788.68,14,4,5,4260.0,5,14,554,Champions
CUST_01332,3,1001.42,71,2,4,2434.0,3,9,432,Potential Loyalists
CUST_01333,5,2094.32,33,3,4,3851.0,4,11,443,Loyal Customer
CUST_01334,5,1585.1,87,2,3,3852.0,4,9,342,Loyal Customer
CUST_01335,2,191.6,263,1,1,1220.0,2,4,121,Lost
CUST_01336,4,1307.09,41,2,4,3304.0,4,10,442,Loyal Customer
CUST_01337,2,207.7,289,1,1,1221.0,2,4,121,Lost
CUST_01338,5,4388.12,192,4,2,3853.0,4,10,244,Cannot Lose Them
CUST_01339,7,3499.9,76,3,3,4527.0,5,11,353,Loyal Customer
CUST_01340,1,132.65,107,1,3,220.0,1,5,311,Others
CUST_01341,1,5603.35,148,4,2,221.0,1,7,214,Hibernating
CUST_01342,7,8088.509999999999,10,5,5,4528.0,5,15,555,Champions
CUST_01343,1,3190.78,39,3,4,222.0,1,8,413,New Customer
CUST_01344,4,632.8,43,1,4,3305.0,4,9,441,Loyal Customer
CUST_01345,2,373.09,227,1,1,1222.0,2,4,121,Lost
CUST_01346,5,929.55,23,2,5,3854.0,4,11,542,Loyal Customer
CUST_01347,2,1186.68,205,2,2,1223.0,2,6,222,Hibernating
CUST_01348,4,10304.03,22,5,5,3306.0,4,14,545,Champions
CUST_01349,6,9755.32,46,5,4,4261.0,5,14,455,Champions
CUST_01350,1,40.4,220,1,1,223.0,1,3,111,Lost
CUST_01351,1,538.15,259,1,1,224.0,1,3,111,Lost
CUST_01352,5,6989.85,96,5,3,3855.0,4,12,345,Loyal Customer
CUST_01353,2,2171.58,94,3,3,1224.0,2,8,323,Others
CUST_01354,2,6429.36,343,4,1,1225.0,2,7,124,Lost
CUST_01355,1,70.56,435,1,1,225.0,1,3,111,Lost
CUST_01356,2,490.54,80,1,3,1226.0,2,6,321,Others
CUST_01357,3,1811.31,142,3,2,2435.0,3,8,233,At Risk
CUST_01358,5,3868.4,121,4,3,3856.0,4,11,344,Loyal Customer
CUST_01359,1,3080.41,354,3,1,226.0,1,5,113,Lost
CUST_01360,2,585.3199999999999,125,1,2,1227.0,2,5,221,Hibernating
CUST_01361,3,1070.01,37,2,4,2436.0,3,9,432,Potential Loyalists
CUST_01362,7,3255.24,51,3,4,4529.0,5,12,453,Loyal Customer
CUST_01363,3,3501.62,9,3,5,2437.0,3,11,533,Potential Loyalists
CUST_01364,1,245.86,409,1,1,227.0,1,3,111,Lost
CUST_01365,8,10484.18,99,5,3,4703.0,5,13,355,Loyal Customer
CUST_01366,1,4091.43,231,4,1,228.0,1,6,114,Lost
CUST_01367,2,1184.6,328,2,1,1228.0,2,5,122,Lost
CUST_01368,3,1740.45,215,3,1,2438.0,3,7,133,At Risk
CUST_01369,1,22.22,53,1,4,229.0,1,6,411,New Customer
CUST_01370,4,18439.08,11,5,5,3307.0,4,14,545,Champions
CUST_01371,8,27115.53,184,5,2,4704.0,5,12,255,Cannot Lose Them
CUST_01372,10,5608.4,18,4,5,4933.0,5,14,554,Champions
CUST_01373,2,1717.58,26,3,5,1229.0,2,10,523,Potential Loyalists
CUST_01374,4,2770.62,1,3,5,3308.0,4,12,543,Loyal Customer
CUST_01375,2,1575.63,22,2,5,1230.0,2,9,522,Potential Loyalists
CUST_01376,4,3407.52,99,3,3,3309.0,4,10,343,Loyal Customer
CUST_01377,2,1927.44,9,3,5,1231.0,2,10,523,Potential Loyalists
CUST_01378,1,2132.85,136,3,2,230.0,1,6,213,Hibernating
CUST_01379,1,31.53,306,1,1,231.0,1,3,111,Lost
CUST_01380,1,523.25,117,1,3,232.0,1,5,311,Others
CUST_01381,2,1478.43,51,2,4,1232.0,2,8,422,Potential Loyalists
CUST_01382,6,8450.95,36,5,4,4262.0,5,14,455,Champions
CUST_01383,7,21058.02,12,5,5,4530.0,5,15,555,Champions
CUST_01384,5,2228.4700000000003,47,3,4,3857.0,4,11,443,Loyal Customer
CUST_01385,1,528.73,96,1,3,233.0,1,5,311,Others
CUST_01386,3,872.75,20,2,5,2439.0,3,10,532,Potential Loyalists
CUST_01387,5,8892.11,3,5,5,3858.0,4,14,545,Champions
CUST_01388,6,948.48,25,2,5,4263.0,5,12,552,Loyal Customer
CUST_01389,3,3648.79,35,4,4,2440.0,3,11,434,Potential Loyalists
CUST_01390,2,2172.99,321,3,1,1233.0,2,6,123,Lost
CUST_01391,1,6578.58,230,4,1,234.0,1,6,114,Lost
CUST_01392,1,234.5,360,1,1,235.0,1,3,111,Lost
CUST_01393,5,4446.15,1,4,5,3859.0,4,13,544,Champions
CUST_01394,1,1199.06,20,2,5,236.0,1,8,512,New Customer
CUST_01395,8,5492.36,22,4,5,4705.0,5,14,554,Champions
